Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Direction
rpmJ,b3299,3442618,3442734,50S ribosomal subunit protein L36,-
fabZ,b0180,202101,202556,3-hydroxy-acyl-[acyl-carrier-protein] dehydratase,+
yejE,b2179,2275273,2276298,putative oligopeptide ABC transporter membrane subunit YejE,+
glaH,b2659,2788985,2789962,glutarate dioxygenase GlaH,+
dctA,b3528,3682161,3683447,C4 dicarboxylate/orotate:H<sup>+</sup> symporter,-
fimI,b4315,4543728,4544267,putative fimbrial protein FimI,+
ybeZ,b0660,692338,693378,PhoH-like protein,-
yejK,b2186,2282940,2283947,nucleoid-associated protein YejK,-
cho,b1741,1823515,1824402,excinuclease Cho,+
yigL,b3826,4010200,4011000,phosphosugar phosphatase YigL,+
rfe,b3784,3967916,3969019,UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase,+
yehR,b2123,2211225,2211686,DUF1307 domain-containing lipoprotein YehR,+
melR,b4118,4340720,4341628,DNA-binding transcriptional dual regulator MelR,-
htpX,b1829,1911695,1912576,protease HtpX,-
php,b3379,3507712,3508590,putative hydrolase,-
chiX,b4585,507204,507287,small regulatory RNA ChiX,+
yehC,b2110,2190926,2191645,putative fimbrial chaperone YehC,-
racC,b1351,1417488,1417763,Rac prophage; protein RacC,-
yibV,b4615,3769345,3769680,PF15596 family protein YibV,+
nrfA,b4070,4287764,4289200,cytochrome <i>c</i><sub>552</sub> nitrite reductase,+
yfjV,b2641,2772167,2773182,CP4-57 prophage; putative arsenite transporter,-
rpsL,b3342,3474178,3474552,30S ribosomal subunit protein S12,-
acpT,b3475,3612969,3613556,holo-[acyl carrier protein] synthase 2,+
insL1,b0016,15445,16557,IS186/IS421 transposase,+
recO,b2565,2701741,2702469,recombination mediator protein RecO,-
pstA,b3726,3908549,3909439,phosphate ABC transporter membrane subunit PstA,-
ybjO,b0858,897989,898477,putative inner membrane protein,+
mglA,b2149,2237769,2239289,D-galactose/methyl-galactoside ABC transporter ATP binding subunit,-
frmR,b0357,379606,379881,DNA-binding transcriptional repressor FrmR,-
yaiL,b0354,376772,377311,DUF2058 domain-containing protein YaiL,+
cbpA,b1000,1062855,1063775,curved DNA-binding protein,-
wecE,b3791,3975146,3976276,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,+
dcuB,b4123,4347404,4348744,anaerobic C4-dicarboxylate transporter DcuB,-
htrL,b3618,3792826,3793683,protein HtrL,-
iscU,b2529,2659903,2660289,scaffold protein for iron-sulfur cluster assembly,-
yjhP,b4306,4532437,4533183,KpLE2 phage-like element; putative methyltransferase YjhP,-
yfcO,b2332,2449228,2450049,DUF2544 domain-containing protein YfcO,-
narY,b1467,1537309,1538853,nitrate reductase Z subunit &beta;,-
copA,b0484,508875,511379,soluble Cu<sup>+</sup> chaperone // Cu<sup>+</sup> exporting P-type ATPase,-
ymdE,b1028,1095544,1095846,putative uncharacterized protein YmdE,+
rpmD,b3302,3444543,3444722,50S ribosomal subunit protein L30,-
ycjY,b1327,1390933,1391853,putative hydrolase YcjY,-
fabH,b1091,1148759,1149712,3-oxoacyl-[acyl carrier protein] synthase 3,+
sseA,b2521,2652494,2653339,3-mercaptopyruvate sulfurtransferase,+
ddpC,b1485,1559014,1559910,"putative D,D-dipeptide ABC transporter membrane subunit DdpC",-
sapD,b1291,1352636,1353628,putrescine ABC exporter ATP binding protein SapD,-
gatA,b2094,2174597,2175049,galactitol-specific PTS enzyme IIA component,-
elfA,b0938,997868,998407,putative laminin-binding fimbrial subunit,+
xylZ,b4834,3729386,3729545,small RNA XylZ,-
tpr,b1229,1287087,1287176,protamine-like protein,-
hda,b2496,2618075,2618776,inibitor of reinitiation of DNA replication,-
wecC,b3787,3971260,3972522,UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase,+
cpxA,b3911,4103602,4104975,sensor histidine kinase CpxA,-
ybhU,b4591,813114,813251,,-
yfeZ,b2433,2551277,2551726,putative inner membrane protein,-
clpB,b2592,2731600,2734173,ClpB80 // protein disaggregase ClpB,-
nanS,b4309,4536614,4537594,<i>N</i>-acetyl-9-<i>O</i>-acetylneuraminate esterase,-
yqjF,b3101,3250562,3250954,DoxX family protein,+
sokX,b4701,2887353,2887411,small RNA SokX,+
slyD,b3349,3477907,3478497,FKBP-type peptidyl-prolyl <i>cis-trans</i> isomerase SlyD,-
intZ,b2442,2558858,2560066,CPZ-55 prophage; putative phage integrase IntZ,+
ysgA,b3830,4015354,4016169,putative dienelactone hydrolase,-
hyaD,b0975,1035770,1036357,putative hydrogenase 1 maturation protease HyaD,+
ykgP,b4630,313716,313805,putative oxidoreductase,-
rplK,b3983,4178447,4178875,50S ribosomal subunit protein L11,+
accA,b0185,208621,209580,acetyl-CoA carboxyltransferase subunit &alpha;,+
insEF4,,1094275,1095437,IS3 element transposase,-
ruvA,b1861,1945365,1945976,Holliday junction branch migration complex subunit RuvA,-
mlaE,b3194,3338466,3339248,"intermembrane phospholipid transport system, integral membrane subunit MlaE",-
yahC,b0317,334525,335022,uncharacterized protein YahC,-
malI,b1620,1698152,1699180,DNA-binding transcriptional repressor MalI,-
ynhH,b4817,1755496,1755690,protein YnhH,+
macA,b0878,919235,920350,ABC-type tripartite efflux pump membrane fusion protein,+
wecF,b4481,3977525,3978604,TDP-<i>N</i>-acetylfucosamine:lipid II <i>N</i>-acetylfucosaminyltransferase,+
rrlE,b4009,4210043,4212946,23S ribosomal RNA,+
kduI,b2843,2983288,2984124,5-dehydro-4-deoxy-D-glucuronate isomerase,-
yceB,b1063,1122713,1123273,putative lipid-binding lipoprotein YceB,-
rrrQ,b1554,1639524,1640057,Qin prophage; putative lysozyme,-
ydiY,b1722,1805325,1806083,acid-inducible putative outer membrane protein YdiY,-
dmsB,b0895,943414,944031,dimethyl sulfoxide reductase subunit B,+
yrdE,b4646,3404638,3405031,,+
rplU,b3186,3333140,3333451,50S ribosomal subunit protein L21,-
ymdA,b1044,1105414,1105725,uncharacterized protein YmdA,+
fabA,b0954,1015952,1016470,&beta;-hydroxyacyl-acyl carrier protein dehydratase/isomerase,-
yehW,b2128,2215745,2216476,glycine betaine ABC transporter membrane subunit YehW,-
rclA,b0304,318676,320001,cupric reductase RclA,-
pgm,b0688,713558,715198,phosphoglucomutase,+
fimH,b4320,4548808,4549710,type 1 fimbriae D-mannose specific adhesin,+
speF,b0693,718262,720460,inducible ornithine decarboxylase,-
gndA,,2100863,2101027,heat shock-induced protein GndA,-
csgE,b1039,1102152,1102541,curli assembly component CsgE,-
yggX,b2962,3104093,3104368,putative Fe<sup>2+</sup>-trafficking protein,+
rffM,b3794,3979956,3980696,UDP-N-acetyl-D-mannosaminuronic acid transferase,+
yidI,b3677,3856415,3856864,putative inner membrane protein YidI,+
paaY,b1400,1464471,1465061,"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase",+
rrsD,b3278,3427221,3428762,16S ribosomal RNA,-
lpxP,b2378,2495645,2496565,palmitoleoyl acyltransferase,+
hyuA,b2873,3010028,3011413,phenylhydantoinase,+
sdsR,b4433,1923104,1923207,small regulatory RNA SdsR,-
hslO,b3401,3529774,3530652,molecular chaperone Hsp33,+
ydaY,b1366,1425621,1425980,Rac prophage; putative uncharacterized protein YdaY,+
yraR,b3152,3298211,3298846,putative nucleoside-diphosphate-sugar epimerase,-
dcuR,b4124,4349315,4350034,DcuR // DNA-binding transcriptional activator DcuR,-
icdC,b4519,1211413,1211577,protein IcdC,+
rpsI,b3230,3377815,3378207,30S ribosomal subunit protein S9,-
accD,b2316,2433012,2433926,acetyl-CoA carboxyltransferase subunit &beta;,-
insH9,b2982,3130214,3131194,IS<i>5</i> transposase and trans-activator,+
recA,b2699,2822708,2823769,DNA recombination/repair protein RecA,-
btuC,b1711,1794172,1795152,vitamin B<sub>12</sub> ABC transporter membrane subunit,-
ypfM,b4606,2590807,2590866,uncharacterized protein YpfM,-
galK,b0757,788831,789979,galactokinase,-
och5,,3067187,3067344,small regulatory RNA Och5,+
mdtE,b3513,3659232,3660389,multidrug efflux pump membrane fusion protein MdtE,+
cysJ,b2764,2890099,2891898,"sulfite reductase, flavoprotein subunit",-
rrlB,b3970,4168641,4171544,23S ribosomal RNA,+
xylE,b4031,4240779,4242254,D-xylose:H<sup>+</sup> symporter,-
mobB,b3856,4040906,4041433,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,-
aroM,b0390,407428,408105,protein AroM,+
ymfN,b1149,1204170,1205537,e14 prophage; chimeric replication protein/phage terminase YmfN,+
ycbJ,b0919,971752,972645,putative phosphotransferase YcbJ,+
torR,b0995,1057262,1057954,DNA-binding transcriptional dual regulator TorR,-
ygaH,b2683,2810344,2810679,"L-valine exporter, YgaH component",+
yjiV,b4486,4574135,4576855,putative uncharacterized protein YjiV,+
rplY,b2185,2282517,2282801,50S ribosomal subunit protein L25,+
ybfP,b0689,715412,715906,lipoprotein YbfP,+
fabD,b1092,1149728,1150657,[acyl-carrier-protein] <i>S</i>-malonyltransferase,+
asnB,b0674,697513,699177,asparagine synthetase B,-
ycjP,b1312,1374090,1374932,putative ABC transporter membrane subunit YcjP,+
rhaA,b3903,4094723,4095982,L-rhamnose isomerase,-
cusB,b0574,597479,598702,copper/silver export system membrane fusion protein,+
sfmF,b0534,563330,563845,putative fimbrial protein SfmF,+
ymdF,b4518,1068081,1068254,stress-induced bacterial acidophilic repeat motifs-containing protein YmdF,+
ivy,b0220,240343,240816,"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme",+
umuD,b1183,1230767,1231186,DNA polymerase V protein UmuD,+
cysD,b2752,2875421,2876329,sulfate adenylyltransferase subunit 2,-
rsxC,b1629,1706919,1709141,SoxR [2Fe-2S] reducing system protein RsxC,+
b2191,b2191,2288905,2289027,,+
yegV,b2100,2181096,2182061,putative sugar kinase YegV,+
rrfG,b2588,2726069,2726188,5S ribosomal RNA,-
citT,b0612,645117,646580,citrate:succinate antiporter,-
yfjS,b2636,2770681,2771124,CP4-57 prophage; inner membrane lipoprotein YfjS,+
ybcJ,b0528,556661,556873,putative RNA-binding protein YbcJ,-
hscC,b0650,681723,683393,chaperone protein HscC,-
borD,b0557,578600,578893,DLP12 prophage; prophage lipoprotein BorD,-
yabQ,b0057,59121,59279,protein YabQ,+
nikD,b3479,3617015,3617779,Ni(2+) ABC transporter ATP binding subunit NikD,+
rplF,b3305,3445607,3446140,50S ribosomal subunit protein L6,-
fabF,b1095,1151939,1153180,3-oxoacyl-[acyl carrier protein] synthase 2,+
insD1,b0361,381674,382579,IS2 element protein,+
radA,b4389,4625912,4627294,DNA recombination protein,+
dppC,b3542,3703859,3704761,dipeptide ABC transporter membrane subunit DppC,-
yqiM,b4787,3247668,3247751,protein YqiM,+
cpsB,b2049,2123084,2124520,mannose-1-phosphate guanylyltransferase,-
ydiE,b1705,1789613,1789804,PF10636 family protein YdiE,+
trkA,b3290,3436518,3437894,NAD-binding component of Trk potassium transporters,+
aslA,b3801,3984352,3986007,putative sulfatase AslA,-
rrfC,b3759,3946700,3946819,5S ribosomal RNA,+
rhaS,b3905,4097736,4098572,DNA-binding transcriptional activator RhaS,+
hxpA,b2293,2411439,2412089,hexitol phosphatase A,-
yagL,b0278,293220,293918,CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL,-
yciN,b1273,1330417,1330668,protein YciN,-
menA,b3930,4119423,4120349,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",-
fabB,b2323,2440385,2441605,3-oxoacyl-[acyl carrier protein] synthase 1,-
metI,b0198,220968,221621,L-methionine/D-methionine ABC transporter membrane subunit,-
yafL,b0227,246712,247461,NlpC/P60 family protein YafL,+
rpiA,b2914,3058666,3059325,ribose-5-phosphate isomerase A,-
yfcV,b2339,2455083,2455646,putative fimbrial protein YfcV,-
astB,b1745,1826916,1828259,<i>N</i>-succinylarginine dihydrolase,-
yhjR,b3535,3695997,3696185,PF10945 family protein YhjR,-
yhbQ,b3155,3299966,3300268,DNA damage response nuclease YhbQ,+
yaaA,b0006,5683,6459,DNA binding and peroxide stress response protein YaaA,-
ynjE,b1757,1839467,1840774,molybdopterin synthase sulfurtransferase,+
ychE,b1242,1298598,1299245,MarC family putative inner membrane protein YchE,+
rrsB,b3968,4166659,4168200,16S ribosomal RNA,+
glcB,b2976,3121634,3123805,malate synthase G,-
msrC,b1832,1915631,1916128,free methionine-(<i>R</i>)-sulfoxide reductase,-
ryfA,b4440,2653855,2654158,small regulatory RNA RyfA,+
iscX,b2524,2656536,2656736,accessory iron-sulfur cluster assembly protein IscX,-
ykfG,b0247,264256,264732,CP4-6 prophage; RadC-like JAB domain-containing protein YkfG,-
yqgD,b2941,3086399,3086650,DUF2684 domain-containing protein YqgD,-
hydN,b2713,2837578,2838105,putative electron transport protein HydN,-
wzc,b2060,2133490,2135652,protein-tyrosine kinase Wzc,-
fabI,b1288,1350251,1351039,enoyl-[acyl-carrier-protein] reductase,-
insB9,b4710,257923,258426,IS1 transposase B,-
ssb,b4059,4274125,4274661,ssDNA-binding protein,+
modB,b0764,795862,796551,molybdate ABC transporter membrane subunit,+
yljB,b4770,922740,922814,protein YljB,+
araE,b2841,2980764,2982182,arabinose:H<sup>+</sup> symporter,-
yehL,b2119,2204596,2205684,putative AAA+ MoxR family ATPase YehL,+
yidJ,b3678,3856911,3858404,putative sulfatase/phosphatase YidJ,-
ffs,b0455,476448,476561,signal recognition particle 4.5S RNA,+
mtlA,b3599,3772281,3774194,mannitol-specific PTS enzyme IICBA component,+
panZ,b3459,3597984,3598367,acetyl-CoA-bound PanD maturation factor // PanD maturation factor,+
ydjX,b1750,1833401,1834111,DedA family protein YdjX,+
yijF,b3944,4137040,4137657,DUF1287 domain-containing protein YijF,-
cspF,b1558,1641855,1642067,Qin prophage; cold shock-like protein CspF,+
metQ,b0197,220113,220928,L-methionine/D-methionine ABC transporter membrane anchored binding protein,-
narV,b1465,1535937,1536617,nitrate reductase Z subunit &gamma;,-
entC,b0593,624885,626060,isochorismate synthase EntC,+
wcaC,b2057,2130853,2132070,colanic acid biosynthesis galactosyltransferase WcaC,-
feoC,b3410,3542728,3542964,ferrous iron transport protein FeoC,+
ysdE,b4798,3853766,3853840,protein YsdE,-
radD,b2184,2280632,2282392,putative DNA repair helicase RadD,+
fabG,b1093,1150670,1151404,3-oxoacyl-[acyl-carrier-protein] reductase FabG,+
mhpA,b0347,368611,370275,3-(3-hydroxyphenyl)propanoate hydroxylase,+
lolC,b1116,1175427,1176626,lipoprotein release complex - inner membrane subunit,+
fecB,b4290,4513406,4514308,ferric citrate ABC transporter periplasmic binding protein,-
yiiG,b3896,4087002,4088057,DUF3829 domain-containing lipoprotein YiiG,+
yadN,b0141,156299,156883,putative fimbrial protein YadN,-
gcvA,b2808,2941650,2942567,DNA-binding transcriptional dual regulator GcvA,-
yjfN,b4188,4416017,4416292,protease activator YjfN,-
argP,b2916,3059753,3060646,DNA-binding transcriptional dual regulator ArgP,+
ydeN,b1498,1580842,1582524,putative sulfatase YdeN,-
rseC,b2570,2707322,2707801,protein RseC,-
b0165,b0165,184987,185118,,-
ydjL,b1776,1860256,1861332,putative zinc-binding dehydrogenase YdjL,-
rrfF,b3272,3423423,3423542,5S ribosomal RNA,-
gatD,b2091,2171833,2172873,galactitol-1-phosphate 5-dehydrogenase,-
nhoA,b1463,1534024,1534869,arylamine <i>N</i>-acetyltransferase,+
rhlE,b0797,830872,832236,ATP-dependent RNA helicase RhlE,+
dsbG,b0604,637827,638573,protein sulfenic acid reductase and chaperone DsbG,-
ydfB,b1572,1648665,1648793,Qin prophage; uncharacterized protein YdfB,+
lptA,b3200,3343380,3343937,lipopolysaccharide transport system protein LptA,+
bcsG,b3538,3698214,3699893,cellulose phosphoethanolamine transferase,+
hyaA,b0972,1032139,1033257,hydrogenase 1 small subunit,+
wcaF,b2054,2128340,2128888,colanic acid biosynthesis acetyltransferase WcaF,-
entD,b0583,609459,610079,phosphopantetheinyl transferase EntD,-
cysQ,b4214,4436755,4437495,"3'(2'),5'-bisphosphate nucleotidase",+
insEF5,,2170236,2171398,IS3 element transposase,+
yjfF,b4231,4453583,4454578,galactofuranose ABC transporter putative membrane subunit YjtF,+
yncO,b4745,1530319,1530504,protein YncO,-
alsR,b4089,4312101,4312991,DNA-binding transcriptional repressor AlsR,-
pstS,b3728,3910485,3911525,phosphate ABC transporter periplasmic binding protein,-
yidQ,b3688,3867728,3868060,DUF1375 domain-containing putative lipoprotein YidQ,+
yacG,b0101,111649,111846,DNA gyrase inhibitor YacG,-
cysN,b2751,2873992,2875419,sulfate adenylyltransferase subunit 1,-
rrlG,b2589,2726281,2729184,23S ribosomal RNA,-
malP,b3417,3550080,3552473,maltodextrin phosphorylase,-
yciO,b1267,1324098,1324718,putative RNA-binding protein YciO,+
yigF,b3817,4002419,4002799,DUF2628 domain-containing protein YigF,-
pspB,b1305,1368801,1369025,phage shock protein B,+
tcyJ,b1920,1999585,2000385,cystine ABC transporter periplasmic binding protein,-
hyfI,b2489,2610706,2611464,hydrogenase 4 catalytic subunit HyfI,+
wcaL,b2044,2115907,2117127,putative colanic acid biosynthesis glycosyl transferase WcaL,-
entA,b0596,628551,629297,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",+
evgL,b4781,2483729,2483758,protein EvgL,+
fabY,b3888,4077449,4078438,putative fatty acid biosynthesis enzyme FabY,+
hcaC,b2540,2670908,2671228,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit,+
lptC,b3199,3342836,3343411,lipopolysaccharide transport system protein LptC,+
nikA,b3476,3613667,3615241,Ni(2+) ABC transporter periplasmic binding protein,+
yjiK,b4333,4562743,4563603,PF06977 family protein YjiK,-
yfcP,b2333,2450051,2450590,putative fimbrial protein YfcP,-
purR,b1658,1737844,1738869,DNA-binding transcriptional repressor PurR,+
rpmH,b3703,3884336,3884476,50S ribosomal subunit protein L34,+
spy,b1743,1825140,1825625,ATP-independent periplasmic chaperone,-
ortT,b1445,1517389,1517562,orphan toxin OrtT,+
cysH,b2762,2887578,2888312,phosphoadenosine phosphosulfate reductase,-
hemY,b3802,3986686,3987882,protein HemY,-
rrsE,b4007,4208147,4209688,16S ribosomal RNA,+
treF,b3519,3669592,3671241,cytoplasmic trehalase,+
gfcE,b0983,1044664,1045803,putative exopolysaccharide export lipoprotein GfcE,-
csrC,b4457,4051036,4051281,small regulatory RNA CsrC,+
cnoX,b0492,517425,518279,chaperedoxin,-
dicC,b1569,1647620,1647850,Qin prophage; putative DNA-binding transcriptional regulator DicC,-
lsrB,b1516,1605051,1606073,Autoinducer-2 ABC transporter periplasmic binding protein,+
ygcG,b2778,2905711,2906583,TPM domain-containing protein YgcG,+
erpA,b0156,176610,176954,iron-sulfur cluster insertion protein ErpA,+
wcaI,b2050,2124523,2125746,colanic acid biosynthesis fucosyltransferase WcaI,-
entE,b0594,626070,627680,"2,3-dihydroxybenzoate-AMP ligase",+
accC,b3256,3405917,3407266,biotin carboxylase,+
insI3,b4284,4507466,4508617,KpLE2 phage-like element; IS30 transposase,-
ybhS,b0793,826119,827252,ABC exporter membrane subunit YbhS,-
yadW,b4728,176552,176617,protein YadW,+
paaF,b1393,1457497,1458264,"putative 2,3-dehydroadipyl-CoA hydratase",+
mppA,b1329,1393227,1394840,murein tripeptide ABC transporter periplasmic binding protein,+
yhcA,b3215,3362112,3362786,putative fimbrial chaperone YhcA,+
pspA,b1304,1368079,1368747,phage shock protein A,+
yjcS,b4083,4304612,4306597,linear primary-alkylsulfatase,-
rrlC,b3758,3943704,3946607,23S ribosomal RNA,+
galT,b0758,789983,791029,galactose-1-phosphate uridylyltransferase,-
ybhL,b0786,819884,820588,Bax1-I family protein YbhL,+
yheU,b3354,3484218,3484436,PF06794 family protein YheU,+
yjgZ,b4277,4501260,4501589,KpLE2 phage-like element; uncharacterized protein YjgZ,+
gsiB,b0830,869411,870949,glutathione ABC transporter periplasmic binding protein,+
napG,b2205,2299565,2300260,ferredoxin-type protein NapG,-
gshA,b2688,2814883,2816439,glutamate&mdash;cysteine ligase,-
wzb,b2061,2135655,2136098,protein-tyrosine phosphatase,-
letB,b1834,1917510,1920143,lipophilic envelope spanning tunnel,+
yqiD,b4756,3183381,3183551,protein YqiD,-
yedK,b1931,2009821,2010489,genome maintenance protein,+
cfa,b1661,1741413,1742561,cyclopropane fatty acyl phospholipid synthase,+
ackA,b2296,2413470,2414672,acetate kinase,+
ugpE,b3451,3589182,3590027,<i>sn</i>-glycerol 3-phosphate ABC transporter membrane subunit UgpE,-
