Gene_id,Genename,log2FoldChange(KANvsH2O),significant(KANvsH2O),KAN_avg_fpkm,H2O_avg_fpkm,biological_process,biological_process_description,cellular_component,cellular_component_description,molecular_function,molecular_function_description,KEGG AnnotInfo,KEGG url,Description,FPKM_Difference,Rank_FPKM,Rank_Log2FC,Effect_Size
b1783,yeaG,-5.4238,DOWN,59.01024369196267,1670.4648030010032,GO:0044260//GO:0032774//GO:0044237//GO:0046483//GO:0010556//GO:0050789//GO:0031326//GO:0006725//GO:0006355//GO:0043170//GO:0006139//GO:0097659//GO:0006351//GO:0019222//GO:0006807//GO:0008150//GO:1901576//GO:0051171//GO:0050794//GO:2000112//GO:0018130//GO:1903506//GO:0016070//GO:0060255//GO:0010467//GO:1901360//GO:1901362//GO:0065007//GO:0044238//GO:0071704//GO:0031323//GO:0009058//GO:0080090//GO:0034641//GO:0019438//GO:0009889//GO:0044249//GO:0008152//GO:0044271//GO:0051252//GO:0090304//GO:2001141//GO:0034654//GO:0034645//GO:0010468//GO:0009987//GO:0019219//GO:0009059,"cellular macromolecule metabolic process//RNA biosynthetic process//cellular metabolic process//heterocycle metabolic process//regulation of macromolecule biosynthetic process//regulation of biological process//regulation of cellular biosynthetic process//cellular aromatic compound metabolic process//regulation of transcription, DNA-templated//macromolecule metabolic process//nucleobase-containing compound metabolic process//nucleic acid-templated transcription//transcription, DNA-templated//regulation of metabolic process//nitrogen compound metabolic process//biological_process//organic substance biosynthetic process//regulation of nitrogen compound metabolic process//regulation of cellular process//regulation of cellular macromolecule biosynthetic process//heterocycle biosynthetic process//regulation of nucleic acid-templated transcription//RNA metabolic process//regulation of macromolecule metabolic process//gene expression//organic cyclic compound metabolic process//organic cyclic compound biosynthetic process//biological regulation//primary metabolic process//organic substance metabolic process//regulation of cellular metabolic process//biosynthetic process//regulation of primary metabolic process//cellular nitrogen compound metabolic process//aromatic compound biosynthetic process//regulation of biosynthetic process//cellular biosynthetic process//metabolic process//cellular nitrogen compound biosynthetic process//regulation of RNA metabolic process//nucleic acid metabolic process//regulation of RNA biosynthetic process//nucleobase-containing compound biosynthetic process//cellular macromolecule biosynthetic process//regulation of gene expression//cellular process//regulation of nucleobase-containing compound metabolic process//macromolecule biosynthetic process",GO:0044451//GO:0005654//GO:0005575//GO:0044446//GO:0044464//GO:0016592//GO:0043229//GO:0031981//GO:0043227//GO:0005623//GO:0005622//GO:0031974//GO:0043233//GO:0043226//GO:0043234//GO:0032991//GO:0043231//GO:0044428//GO:0070013//GO:0005634//GO:0044424//GO:0044422,nucleoplasm part//nucleoplasm//cellular_component//intracellular organelle part//cell part//mediator complex//intracellular organelle//nuclear lumen//membrane-bounded organelle//cell//intracellular//membrane-enclosed lumen//organelle lumen//organelle//protein complex//macromolecular complex//intracellular membrane-bounded organelle//nuclear part//intracellular organelle lumen//nucleus//intracellular part//organelle part,GO:0003712//GO:0000988//GO:0001076//GO:0005488//GO:0097159//GO:0016787//GO:0035639//GO:0097367//GO:0001882//GO:0043167//GO:0032550//GO:0043168//GO:0000989//GO:0032549//GO:0032555//GO:0032559//GO:0017111//GO:0001883//GO:1901265//GO:0017076//GO:0036094//GO:1901363//GO:0000166//GO:0030554//GO:0032553//GO:0016818//GO:0016817//GO:0016462//GO:0016887//GO:0005524//GO:0001104//GO:0003824//GO:0003674,"transcription cofactor activity//transcription factor activity, protein binding//transcription factor activity, RNA polymerase II transcription factor binding//binding//organic cyclic compound binding//hydrolase activity//purine ribonucleoside triphosphate binding//carbohydrate derivative binding//nucleoside binding//ion binding//purine ribonucleoside binding//anion binding//transcription factor activity, transcription factor binding//ribonucleoside binding//purine ribonucleotide binding//adenyl ribonucleotide binding//nucleoside-triphosphatase activity//purine nucleoside binding//nucleoside phosphate binding//purine nucleotide binding//small molecule binding//heterocyclic compound binding//nucleotide binding//adenyl nucleotide binding//ribonucleotide binding//hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides//hydrolase activity, acting on acid anhydrides//pyrophosphatase activity//ATPase activity//ATP binding//RNA polymerase II transcription cofactor activity//catalytic activity//molecular_function","K07180 serine protein kinase | (RefSeq) yeaG; protein kinase, endogenous substrate unidentified; autokinase",http://www.genome.jp/dbget-bin/www_bget?eco:b1783,protein kinase%2C endogenous substrate unidentified%3B autokinase,-1611.4545593090406,100.0,39.0,139.0
b3588,aldB,-6.714,DOWN,19.705471549250433,1379.3328671655065,GO:0044710//GO:0008152//GO:0055114//GO:0044699//GO:0008150,single-organism metabolic process//metabolic process//oxidation-reduction process//single-organism process//biological_process,--,--,GO:0003824//GO:0003674//GO:0016491,catalytic activity//molecular_function//oxidoreductase activity,K00138 aldehyde dehydrogenase [EC:1.2.1.-] | (RefSeq) aldB; aldehyde dehydrogenase B,http://www.genome.jp/dbget-bin/www_bget?eco:b3588,aldehyde dehydrogenase B,-1359.627395616256,127.0,13.0,140.0
b1836,yebV,-5.817,DOWN,39.36413464674057,1450.7616571226365,--,--,--,--,--,--,no KO assigned | (RefSeq) yebV; uncharacterized protein,http://www.genome.jp/dbget-bin/www_bget?eco:b1836,uncharacterized protein,-1411.397522475896,117.0,26.0,143.0
b0605,ahpC,-3.9655,DOWN,718.2198414129449,7379.7755025237275,GO:0008152//GO:0044710//GO:0055114//GO:0044699//GO:0008150,metabolic process//single-organism metabolic process//oxidation-reduction process//single-organism process//biological_process,--,--,GO:0003674//GO:0003824//GO:0016209//GO:0051920//GO:0016684//GO:0016491,"molecular_function//catalytic activity//antioxidant activity//peroxiredoxin activity//oxidoreductase activity, acting on peroxide as acceptor//oxidoreductase activity","K03386 peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15] | (RefSeq) ahpC; alkyl hydroperoxide reductase, C22 subunit",http://www.genome.jp/dbget-bin/www_bget?eco:b0605,alkyl hydroperoxide reductase%2C C22 subunit,-6661.555661110782,20.0,126.0,146.0
b4016,aceK,-5.1146,DOWN,67.61100284830114,1552.3365808728897,GO:0008150//GO:0044699//GO:0005996//GO:0044723//GO:0008152//GO:0044710//GO:0019318//GO:0006006//GO:0044238//GO:0071704//GO:0005975,biological_process//single-organism process//monosaccharide metabolic process//single-organism carbohydrate metabolic process//metabolic process//single-organism metabolic process//hexose metabolic process//glucose metabolic process//primary metabolic process//organic substance metabolic process//carbohydrate metabolic process,GO:0044464//GO:0005575//GO:0005737//GO:0005622//GO:0005623//GO:0044424,cell part//cellular_component//cytoplasm//intracellular//cell//intracellular part,GO:0008772//GO:0016773//GO:0016787//GO:0004672//GO:0042578//GO:0016788//GO:0016791//GO:0016740//GO:0003674//GO:0003824//GO:0016301//GO:0016772,"[isocitrate dehydrogenase (NADP+)] kinase activity//phosphotransferase activity, alcohol group as acceptor//hydrolase activity//protein kinase activity//phosphoric ester hydrolase activity//hydrolase activity, acting on ester bonds//phosphatase activity//transferase activity//molecular_function//catalytic activity//kinase activity//transferase activity, transferring phosphorus-containing groups",K00906 isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-] | (RefSeq) aceK; isocitrate dehydrogenase kinase/phosphatase,http://www.genome.jp/dbget-bin/www_bget?eco:b4016,isocitrate dehydrogenase kinase/phosphatase,-1484.7255780245887,107.0,54.0,161.0
b0753,ybgS,-5.0649,DOWN,67.0266732604908,1485.3492995096233,--,--,--,--,--,--,no KO assigned | (RefSeq) ybgS; putative periplasmic protein,http://www.genome.jp/dbget-bin/www_bget?eco:b0753,putative periplasmic protein,-1418.3226262491326,111.0,57.0,168.0
b2091,gatD,-4.5585,DOWN,121.83598208184735,1901.2325201940866,GO:0006812//GO:0055114//GO:0006082//GO:0043436//GO:0044699//GO:0044237//GO:0006520//GO:1901564//GO:0051234//GO:0019752//GO:0051179//GO:0006810//GO:0008150//GO:0006631//GO:0006807//GO:0015672//GO:0006811//GO:0044255//GO:0006629//GO:0071704//GO:0044238//GO:0044765//GO:0044763//GO:0030001//GO:0032787//GO:0044281//GO:0009987//GO:1902578//GO:0006813//GO:0008152//GO:0044710,cation transport//oxidation-reduction process//organic acid metabolic process//oxoacid metabolic process//single-organism process//cellular metabolic process//cellular amino acid metabolic process//organonitrogen compound metabolic process//establishment of localization//carboxylic acid metabolic process//localization//transport//biological_process//fatty acid metabolic process//nitrogen compound metabolic process//monovalent inorganic cation transport//ion transport//cellular lipid metabolic process//lipid metabolic process//organic substance metabolic process//primary metabolic process//single-organism transport//single-organism cellular process//metal ion transport//monocarboxylic acid metabolic process//small molecule metabolic process//cellular process//single-organism localization//potassium ion transport//metabolic process//single-organism metabolic process,--,--,GO:0005488//GO:0097159//GO:0008168//GO:1901265//GO:0016491//GO:0051287//GO:0048037//GO:0036094//GO:0050662//GO:1901363//GO:0000166//GO:0016614//GO:0016741//GO:0016740//GO:0003824//GO:0003674//GO:0003857//GO:0016616,"binding//organic cyclic compound binding//methyltransferase activity//nucleoside phosphate binding//oxidoreductase activity//NAD binding//cofactor binding//small molecule binding//coenzyme binding//heterocyclic compound binding//nucleotide binding//oxidoreductase activity, acting on CH-OH group of donors//transferase activity, transferring one-carbon groups//transferase activity//catalytic activity//molecular_function//3-hydroxyacyl-CoA dehydrogenase activity//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","K00094 galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251] | (RefSeq) gatD; galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",http://www.genome.jp/dbget-bin/www_bget?eco:b2091,galactitol-1-phosphate dehydrogenase%2C Zn-dependent and NAD(P)-binding,-1779.3965381122393,83.0,86.0,169.0
b2925,fbaA,-4.6746,DOWN,106.79155659177535,1807.4239140542202,GO:0005975//GO:0044238//GO:0071704//GO:0008152//GO:0008150,carbohydrate metabolic process//primary metabolic process//organic substance metabolic process//metabolic process//biological_process,--,--,GO:0003824//GO:0003674//GO:0046872//GO:0016830//GO:0043167//GO:0046914//GO:0005488//GO:0016832//GO:0008270//GO:0043169//GO:0016829,catalytic activity//molecular_function//metal ion binding//carbon-carbon lyase activity//ion binding//transition metal ion binding//binding//aldehyde-lyase activity//zinc ion binding//cation binding//lyase activity,"K01624 fructose-bisphosphate aldolase, class II [EC:4.1.2.13] | (RefSeq) fbaA; fructose-bisphosphate aldolase, class II",http://www.genome.jp/dbget-bin/www_bget?eco:b2925,fructose-bisphosphate aldolase%2C class II,-1700.6323574624448,90.0,80.0,170.0
b2779,eno,-3.9866,DOWN,250.55145085481197,2623.988640531577,GO:0008152//GO:0009144//GO:0006753//GO:1901657//GO:0044710//GO:0009135//GO:0009259//GO:0051186//GO:0055086//GO:0032787//GO:0044281//GO:0009141//GO:0006165//GO:0046496//GO:0044763//GO:0009987//GO:0006091//GO:1901360//GO:0019362//GO:1901575//GO:0044238//GO:0071704//GO:0046939//GO:0072521//GO:0009167//GO:0044724//GO:0006733//GO:0034641//GO:0009132//GO:0009126//GO:0009123//GO:0005975//GO:0042278//GO:0046034//GO:0009161//GO:0016310//GO:0006096//GO:0009199//GO:0009150//GO:0019752//GO:0009185//GO:0009117//GO:0006139//GO:0009205//GO:0044712//GO:0006793//GO:0046031//GO:0006807//GO:0019637//GO:0006090//GO:0009119//GO:0006757//GO:0008150//GO:0072524//GO:1901135//GO:0006732//GO:1901564//GO:0006796//GO:0016052//GO:0044699//GO:0009116//GO:0006163//GO:0044237//GO:0046483//GO:0009056//GO:0006725//GO:0009179//GO:0019693//GO:0044723//GO:0046128//GO:0043436//GO:0006082,metabolic process//purine nucleoside triphosphate metabolic process//nucleoside phosphate metabolic process//glycosyl compound metabolic process//single-organism metabolic process//purine nucleoside diphosphate metabolic process//ribonucleotide metabolic process//cofactor metabolic process//nucleobase-containing small molecule metabolic process//monocarboxylic acid metabolic process//small molecule metabolic process//nucleoside triphosphate metabolic process//nucleoside diphosphate phosphorylation//nicotinamide nucleotide metabolic process//single-organism cellular process//cellular process//generation of precursor metabolites and energy//organic cyclic compound metabolic process//pyridine nucleotide metabolic process//organic substance catabolic process//primary metabolic process//organic substance metabolic process//nucleotide phosphorylation//purine-containing compound metabolic process//purine ribonucleoside monophosphate metabolic process//single-organism carbohydrate catabolic process//oxidoreduction coenzyme metabolic process//cellular nitrogen compound metabolic process//nucleoside diphosphate metabolic process//purine nucleoside monophosphate metabolic process//nucleoside monophosphate metabolic process//carbohydrate metabolic process//purine nucleoside metabolic process//ATP metabolic process//ribonucleoside monophosphate metabolic process//phosphorylation//glycolytic process//ribonucleoside triphosphate metabolic process//purine ribonucleotide metabolic process//carboxylic acid metabolic process//ribonucleoside diphosphate metabolic process//nucleotide metabolic process//nucleobase-containing compound metabolic process//purine ribonucleoside triphosphate metabolic process//single-organism catabolic process//phosphorus metabolic process//ADP metabolic process//nitrogen compound metabolic process//organophosphate metabolic process//pyruvate metabolic process//ribonucleoside metabolic process//ATP generation from ADP//biological_process//pyridine-containing compound metabolic process//carbohydrate derivative metabolic process//coenzyme metabolic process//organonitrogen compound metabolic process//phosphate-containing compound metabolic process//carbohydrate catabolic process//single-organism process//nucleoside metabolic process//purine nucleotide metabolic process//cellular metabolic process//heterocycle metabolic process//catabolic process//cellular aromatic compound metabolic process//purine ribonucleoside diphosphate metabolic process//ribose phosphate metabolic process//single-organism carbohydrate metabolic process//purine ribonucleoside metabolic process//oxoacid metabolic process//organic acid metabolic process,GO:0005623//GO:0005622//GO:0044444//GO:0043234//GO:0032991//GO:0044445//GO:0044424//GO:1902494//GO:0005829//GO:0005575//GO:0044464//GO:0000015//GO:0005737,cell//intracellular//cytoplasmic part//protein complex//macromolecular complex//cytosolic part//intracellular part//catalytic complex//cytosol//cellular_component//cell part//phosphopyruvate hydratase complex//cytoplasm,GO:0016835//GO:0016836//GO:0046872//GO:0016740//GO:0016741//GO:0003824//GO:0003674//GO:0004634//GO:0016829//GO:0043169//GO:0000287//GO:0008168//GO:0005488//GO:0043167,"carbon-oxygen lyase activity//hydro-lyase activity//metal ion binding//transferase activity//transferase activity, transferring one-carbon groups//catalytic activity//molecular_function//phosphopyruvate hydratase activity//lyase activity//cation binding//magnesium ion binding//methyltransferase activity//binding//ion binding",K01689 enolase [EC:4.2.1.11] | (RefSeq) eno; enolase,http://www.genome.jp/dbget-bin/www_bget?eco:b2779,enolase,-2373.437189676765,54.0,122.0,176.0
b3544,dppA,-4.0615,DOWN,197.4468957997527,2181.28020458756,GO:0006457//GO:0008152//GO:0009987//GO:0071704//GO:0044238//GO:0044267//GO:0008150//GO:0044237//GO:0044260//GO:0019538//GO:0043170,protein folding//metabolic process//cellular process//organic substance metabolic process//primary metabolic process//cellular protein metabolic process//biological_process//cellular metabolic process//cellular macromolecule metabolic process//protein metabolic process//macromolecule metabolic process,--,--,--,--,K12368 dipeptide transport system substrate-binding protein | (RefSeq) dppA; dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor,http://www.genome.jp/dbget-bin/www_bget?eco:b3544,dipeptide/heme ABC transporter periplasmic binding protein%3B dipeptide chemotaxis receptor,-1983.8333087878075,71.0,114.0,185.0
b2092,--,-3.7175,DOWN,469.0888753086583,4136.440689691527,GO:0071702//GO:0009401//GO:0044765//GO:1902578//GO:0044699//GO:0051179//GO:0051234//GO:0008150//GO:0006810//GO:0008643,organic substance transport//phosphoenolpyruvate-dependent sugar phosphotransferase system//single-organism transport//single-organism localization//single-organism process//localization//establishment of localization//biological_process//transport//carbohydrate transport,GO:0016021//GO:0016020//GO:0031224//GO:0005575//GO:0044425,integral component of membrane//membrane//intrinsic component of membrane//cellular_component//membrane part,--,--,"K02775 PTS system, galactitol-specific IIC component | (RefSeq) sgcC; putative PTS system EIIC permease component",http://www.genome.jp/dbget-bin/www_bget?eco:b4304,--,-3667.3518143828687,28.0,162.0,190.0
b1188,ycgB,-6.0381,DOWN,23.7577863525578,1033.034118403149,GO:0030036//GO:0044087//GO:1902589//GO:0065007//GO:0051495//GO:0044085//GO:0008154//GO:0070271//GO:0032956//GO:0030832//GO:0032271//GO:0032273//GO:0033043//GO:0051258//GO:0051130//GO:0044763//GO:0043623//GO:0009987//GO:0008064//GO:0071840//GO:0044699//GO:0048518//GO:0022607//GO:0006461//GO:0045010//GO:0050789//GO:0016043//GO:0090066//GO:0044089//GO:0030029//GO:0007015//GO:0071822//GO:0065003//GO:0051493//GO:0032970//GO:0065008//GO:0030041//GO:0043254//GO:0051128//GO:0010638//GO:0034314//GO:0032535//GO:0048522//GO:0030838//GO:0008150//GO:0050794//GO:0030833//GO:0007010//GO:0043933//GO:0006996//GO:0031334//GO:0034622,actin cytoskeleton organization//regulation of cellular component biogenesis//single-organism organelle organization//biological regulation//positive regulation of cytoskeleton organization//cellular component biogenesis//actin polymerization or depolymerization//protein complex biogenesis//regulation of actin cytoskeleton organization//regulation of actin filament length//regulation of protein polymerization//positive regulation of protein polymerization//regulation of organelle organization//protein polymerization//positive regulation of cellular component organization//single-organism cellular process//cellular protein complex assembly//cellular process//regulation of actin polymerization or depolymerization//cellular component organization or biogenesis//single-organism process//positive regulation of biological process//cellular component assembly//protein complex assembly//actin nucleation//regulation of biological process//cellular component organization//regulation of anatomical structure size//positive regulation of cellular component biogenesis//actin filament-based process//actin filament organization//protein complex subunit organization//macromolecular complex assembly//regulation of cytoskeleton organization//regulation of actin filament-based process//regulation of biological quality//actin filament polymerization//regulation of protein complex assembly//regulation of cellular component organization//positive regulation of organelle organization//Arp2/3 complex-mediated actin nucleation//regulation of cellular component size//positive regulation of cellular process//positive regulation of actin filament polymerization//biological_process//regulation of cellular process//regulation of actin filament polymerization//cytoskeleton organization//macromolecular complex subunit organization//organelle organization//positive regulation of protein complex assembly//cellular macromolecular complex assembly,GO:0043229//GO:0005623//GO:0005622//GO:0043226//GO:0032991//GO:0043234//GO:0044424//GO:0044422//GO:0043228//GO:0005885//GO:0015629//GO:0043232//GO:0005856//GO:0044430//GO:0044446//GO:0005575//GO:0044464,intracellular organelle//cell//intracellular//organelle//macromolecular complex//protein complex//intracellular part//organelle part//non-membrane-bounded organelle//Arp2/3 protein complex//actin cytoskeleton//intracellular non-membrane-bounded organelle//cytoskeleton//cytoskeletal part//intracellular organelle part//cellular_component//cell part,GO:0046872//GO:0003674//GO:0005488//GO:0046914//GO:0043167//GO:0005507//GO:0043169,metal ion binding//molecular_function//binding//transition metal ion binding//ion binding//copper ion binding//cation binding,no KO assigned | (RefSeq) ycgB; SpoVR family stationary phase protein,http://www.genome.jp/dbget-bin/www_bget?eco:b1188,SpoVR family stationary phase protein,-1009.2763320505912,170.0,21.0,191.0
